lead_id,empresa,setor,canal_origem,dia_chegada,orcamento_declarado,urgencia_declarada,tamanho_funcionarios,fit_real
1864,Empresa_1864,varejo,inbound,103,55797.71,0.82,258,0.9333
1612,Empresa_1612,saude,outbound,103,49148.43,0.417,188,0.2709
126,Empresa_0126,servicos,inbound,104,79266.06,0.257,296,0.5765
1429,Empresa_1429,industria,inbound,104,64909.98,0.553,466,0.7246
258,Empresa_0258,tecnologia,inbound,104,47323.54,0.486,358,0.1831
1343,Empresa_1343,saude,inbound,105,39465.69,0.439,175,0.4421
157,Empresa_0157,servicos,outbound,105,69654.79,0.895,195,0.5668
445,Empresa_0445,saude,inbound,105,20462.84,0.959,408,0.3681
1155,Empresa_1155,tecnologia,inbound,105,52212.26,0.762,321,0.6769
234,Empresa_0234,servicos,inbound,106,35418.32,0.648,265,0.3073
975,Empresa_0975,servicos,indicacao,106,29168.25,0.393,328,0.2691
819,Empresa_0819,saude,inbound,106,27211.42,0.415,266,0.7645
1746,Empresa_1746,tecnologia,inbound,106,38460.07,0.325,295,0.5227
1048,Empresa_1048,servicos,outbound,106,30887.5,0.965,461,0.6238
111,Empresa_0111,servicos,inbound,107,54754.71,0.098,151,0.01
617,Empresa_0617,tecnologia,inbound,107,54832.89,0.394,30,0.7088
1698,Empresa_1698,servicos,indicacao,107,15245.71,0.511,341,0.01
52,Empresa_0052,servicos,inbound,107,20856.88,0.495,204,0.2335
1520,Empresa_1520,varejo,indicacao,108,24639.72,0.812,483,0.5582
421,Empresa_0421,saude,inbound,108,33252.04,0.827,39,0.3995
1114,Empresa_1114,varejo,inbound,108,52040.63,0.312,323,0.3622
1960,Empresa_1960,industria,outbound,108,53286.41,0.184,166,0.1014
1422,Empresa_1422,varejo,inbound,109,57810.61,0.301,239,0.7783
309,Empresa_0309,servicos,inbound,109,84646.23,0.426,55,0.6629
247,Empresa_0247,industria,indicacao,109,86738.27,0.611,270,0.598
358,Empresa_0358,servicos,inbound,109,32733.09,0.893,412,0.6223
1060,Empresa_1060,industria,inbound,110,46926.3,0.676,421,0.9547
1198,Empresa_1198,varejo,outbound,110,79698.38,0.3,178,0.8435
539,Empresa_0539,varejo,inbound,110,34268.68,0.004,6,0.2676
655,Empresa_0655,industria,inbound,111,56388.01,0.689,258,0.6896
1629,Empresa_1629,varejo,inbound,111,71556.87,0.791,142,0.99
1416,Empresa_1416,varejo,outbound,111,94585.47,0.79,101,0.5907
891,Empresa_0891,varejo,indicacao,111,38845.42,0.322,264,0.3398
205,Empresa_0205,servicos,outbound,111,49025.63,0.534,346,0.6227
1221,Empresa_1221,varejo,inbound,112,75811.28,0.189,435,0.3951
373,Empresa_0373,saude,indicacao,112,66836.4,0.067,21,0.01
772,Empresa_0772,industria,inbound,113,55104.27,0.597,403,0.772
1315,Empresa_1315,industria,inbound,113,86724.52,0.318,174,0.3709
600,Empresa_0600,varejo,inbound,113,60308.21,0.882,174,0.4569
1,Empresa_0001,saude,inbound,113,29200.32,0.445,133,0.3337
71,Empresa_0071,industria,inbound,113,27334.26,0.265,187,0.4469
84,Empresa_0084,saude,inbound,114,26083.21,0.025,16,0.01
1517,Empresa_1517,servicos,inbound,114,76240.51,0.905,234,0.3851
166,Empresa_0166,tecnologia,outbound,114,68631.46,0.455,282,0.3327
579,Empresa_0579,varejo,inbound,114,57269.09,0.571,420,0.9697
305,Empresa_0305,varejo,outbound,114,28942.03,0.056,442,0.4228
1546,Empresa_1546,varejo,indicacao,115,14385.24,0.328,499,0.2988
1631,Empresa_1631,tecnologia,inbound,115,33384.6,0.322,255,0.4694
561,Empresa_0561,industria,indicacao,115,56685.9,0.614,277,0.99
225,Empresa_0225,servicos,inbound,115,54564.57,0.629,40,0.581
1962,Empresa_1962,tecnologia,outbound,115,44582.13,0.152,395,0.2294
592,Empresa_0592,tecnologia,outbound,115,86425.98,0.209,13,0.3757
1822,Empresa_1822,saude,inbound,116,74434.57,0.257,219,0.8012
1992,Empresa_1992,tecnologia,inbound,116,54633.21,0.847,113,0.381
1218,Empresa_1218,varejo,inbound,116,26092.82,0.477,333,0.4087
1194,Empresa_1194,tecnologia,outbound,117,88675.87,0.322,12,0.5174
1938,Empresa_1938,servicos,indicacao,117,36454.52,0.234,378,0.3805
1302,Empresa_1302,industria,inbound,117,62285.41,0.59,212,0.5104
1428,Empresa_1428,industria,inbound,117,63093.19,0.41,458,0.3294
1783,Empresa_1783,varejo,outbound,117,30331.68,0.936,185,0.7903
1696,Empresa_1696,servicos,inbound,117,40684.64,0.189,263,0.2549
212,Empresa_0212,industria,inbound,118,50612.63,0.794,248,0.99
1745,Empresa_1745,tecnologia,outbound,118,34506.96,0.222,335,0.4578
515,Empresa_0515,tecnologia,inbound,118,56892.9,0.618,498,0.943
1942,Empresa_1942,saude,indicacao,119,25441.69,0.467,429,0.2129
1098,Empresa_1098,saude,inbound,119,69473.27,0.064,204,0.4442
662,Empresa_0662,varejo,inbound,119,31951.54,0.23,215,0.6192
1018,Empresa_1018,varejo,inbound,119,43263.36,0.883,175,0.6374
1123,Empresa_1123,industria,inbound,120,45283.41,0.077,429,0.249
1604,Empresa_1604,saude,outbound,120,43752.89,0.859,63,0.3898
237,Empresa_0237,servicos,inbound,120,46746.68,0.339,201,0.4602
1371,Empresa_1371,varejo,inbound,120,66582.42,0.62,161,0.4785
276,Empresa_0276,varejo,inbound,120,34738.86,0.067,176,0.3692
1312,Empresa_1312,industria,inbound,120,36497.72,0.481,490,0.99
108,Empresa_0108,saude,inbound,121,66806.16,0.799,258,0.9219
218,Empresa_0218,industria,outbound,121,46909.89,0.093,360,0.4507
142,Empresa_0142,industria,inbound,121,7359.07,0.584,434,0.4676
838,Empresa_0838,varejo,outbound,121,86747.73,0.329,334,0.99
55,Empresa_0055,servicos,outbound,122,37222.44,0.747,212,0.4529
118,Empresa_0118,tecnologia,outbound,122,82035.58,0.425,160,0.6663
852,Empresa_0852,tecnologia,inbound,123,68172.03,0.204,461,0.167
1264,Empresa_1264,saude,inbound,123,49008.82,0.072,207,0.1878
1810,Empresa_1810,saude,outbound,124,10943.69,0.22,292,0.4929
750,Empresa_0750,saude,outbound,124,50229.03,0.58,147,0.4596
1481,Empresa_1481,tecnologia,outbound,124,61266.26,0.109,434,0.6878
981,Empresa_0981,tecnologia,outbound,124,19385.69,0.267,49,0.2772
371,Empresa_0371,saude,inbound,124,76579.21,0.237,488,0.4213
1308,Empresa_1308,servicos,outbound,124,5000.0,0.329,444,0.2577
944,Empresa_0944,servicos,inbound,124,55787.18,0.61,433,0.288
235,Empresa_0235,industria,outbound,125,36917.07,0.42,430,0.6279
33,Empresa_0033,industria,inbound,125,33724.55,0.301,353,0.2937
338,Empresa_0338,varejo,outbound,125,73106.24,0.009,282,0.3027
861,Empresa_0861,industria,outbound,125,21154.02,0.968,329,0.4834
765,Empresa_0765,saude,inbound,126,14327.78,0.045,73,0.0769
1492,Empresa_1492,industria,outbound,126,37549.2,0.592,408,0.4667
1729,Empresa_1729,industria,outbound,126,50750.46,0.792,112,0.0805
4,Empresa_0004,saude,inbound,126,10979.3,0.336,174,0.3199
88,Empresa_0088,saude,inbound,126,59614.93,0.929,337,0.7504
254,Empresa_0254,tecnologia,indicacao,126,45094.44,0.729,153,0.1951
1170,Empresa_1170,varejo,inbound,127,27015.92,0.748,186,0.4463
1482,Empresa_1482,saude,outbound,127,52291.69,0.154,85,0.2821
1084,Empresa_1084,industria,inbound,127,52207.91,0.944,215,0.9415
1469,Empresa_1469,industria,outbound,128,14647.56,0.919,329,0.4567
1421,Empresa_1421,tecnologia,inbound,128,45811.82,0.62,274,0.4737
146,Empresa_0146,saude,inbound,128,37758.06,0.564,481,0.5939
339,Empresa_0339,servicos,inbound,128,62175.23,0.047,285,0.7933
1703,Empresa_1703,industria,inbound,129,5000.0,0.31,114,0.091
264,Empresa_0264,tecnologia,outbound,129,59430.77,0.898,280,0.6455
1721,Empresa_1721,saude,outbound,129,22046.28,0.513,288,0.5508
925,Empresa_0925,servicos,outbound,129,87643.5,0.469,97,0.701
65,Empresa_0065,industria,inbound,130,65866.94,0.519,289,0.9295
227,Empresa_0227,servicos,outbound,130,87536.89,0.755,228,0.7582
1248,Empresa_1248,tecnologia,inbound,131,46568.71,0.492,348,0.5224
1033,Empresa_1033,varejo,inbound,131,59703.22,0.609,125,0.5493
952,Empresa_0952,varejo,inbound,131,59550.59,0.21,273,0.4456
1831,Empresa_1831,industria,outbound,131,51148.2,0.002,83,0.068
1913,Empresa_1913,industria,inbound,132,5000.0,0.106,333,0.01
1697,Empresa_1697,saude,outbound,132,97492.13,0.856,138,0.99
926,Empresa_0926,saude,inbound,132,46605.6,0.651,195,0.01
1279,Empresa_1279,servicos,outbound,132,45639.42,0.604,498,0.4541
1205,Empresa_1205,industria,inbound,133,36515.75,0.971,111,0.7352
1037,Empresa_1037,industria,outbound,133,38844.57,0.659,407,0.6812
964,Empresa_0964,industria,inbound,133,49287.79,0.751,483,0.4436
489,Empresa_0489,tecnologia,inbound,134,63311.7,0.958,304,0.99
984,Empresa_0984,varejo,indicacao,134,57487.73,0.378,212,0.2373
425,Empresa_0425,servicos,inbound,134,42839.67,0.446,235,0.5151
1130,Empresa_1130,tecnologia,inbound,135,32115.85,0.04,80,0.1086
1762,Empresa_1762,servicos,inbound,135,37398.35,0.63,425,0.5247
222,Empresa_0222,servicos,outbound,135,53531.47,0.508,208,0.3268
1477,Empresa_1477,saude,inbound,136,20857.24,0.11,294,0.1963
1627,Empresa_1627,servicos,indicacao,136,81809.05,0.296,16,0.5795
1014,Empresa_1014,varejo,inbound,137,29099.13,0.27,121,0.2389
658,Empresa_0658,industria,inbound,137,74250.38,0.812,470,0.7945
271,Empresa_0271,tecnologia,inbound,137,56329.89,0.175,364,0.5246
1614,Empresa_1614,industria,outbound,137,36438.57,0.057,41,0.3262
1166,Empresa_1166,industria,outbound,137,99148.48,0.701,241,0.8736
989,Empresa_0989,industria,inbound,138,40344.2,0.985,186,0.5455
1285,Empresa_1285,industria,inbound,138,55008.93,0.944,229,0.4462
203,Empresa_0203,saude,outbound,138,62878.78,0.388,20,0.1782
179,Empresa_0179,saude,inbound,139,55716.52,0.898,257,0.8956
315,Empresa_0315,industria,inbound,139,44068.58,0.831,57,0.4782
123,Empresa_0123,industria,inbound,140,77183.75,0.328,357,0.5264
193,Empresa_0193,servicos,outbound,140,79228.89,0.368,266,0.6056
1183,Empresa_1183,varejo,inbound,140,62657.16,0.648,173,0.3144
1127,Empresa_1127,servicos,outbound,140,48031.08,0.711,57,0.5513
133,Empresa_0133,tecnologia,inbound,140,45555.55,0.257,414,0.511
1065,Empresa_1065,tecnologia,indicacao,140,48794.96,0.302,44,0.0483
1526,Empresa_1526,varejo,indicacao,141,73970.4,0.14,231,0.2734
228,Empresa_0228,industria,inbound,141,32935.13,0.842,119,0.6446
48,Empresa_0048,varejo,outbound,141,63578.27,0.214,441,0.7945
1952,Empresa_1952,servicos,inbound,141,14472.03,0.453,189,0.6179
969,Empresa_0969,saude,inbound,142,50692.24,0.279,277,0.4662
1741,Empresa_1741,servicos,outbound,142,79547.87,0.96,408,0.99
1796,Empresa_1796,varejo,inbound,142,43453.89,0.643,316,0.2616
95,Empresa_0095,varejo,inbound,142,21057.75,0.896,418,0.7416
1684,Empresa_1684,servicos,inbound,143,37209.93,0.757,58,0.5987
674,Empresa_0674,saude,inbound,144,66716.16,0.556,153,0.6962
359,Empresa_0359,servicos,inbound,144,47049.43,0.806,113,0.1562
816,Empresa_0816,saude,indicacao,144,41960.15,0.525,450,0.8367
459,Empresa_0459,varejo,outbound,144,49482.74,0.277,109,0.1119
1734,Empresa_1734,servicos,outbound,144,39669.79,0.962,24,0.5948
1732,Empresa_1732,servicos,indicacao,144,45712.5,0.078,113,0.5457
1423,Empresa_1423,industria,outbound,145,78023.73,0.31,210,0.6258
1435,Empresa_1435,tecnologia,inbound,145,48331.02,0.442,461,0.4555
1452,Empresa_1452,industria,inbound,145,47895.52,0.758,133,0.5772
1834,Empresa_1834,saude,indicacao,146,61573.23,0.419,36,0.5693
1610,Empresa_1610,tecnologia,outbound,147,55764.38,0.083,22,0.3625
1381,Empresa_1381,saude,indicacao,147,5000.0,0.086,374,0.2206
1231,Empresa_1231,servicos,inbound,147,27544.63,0.483,344,0.2877
654,Empresa_0654,saude,outbound,147,61745.18,0.871,206,0.4052
505,Empresa_0505,varejo,indicacao,149,39130.09,0.543,296,0.262
1754,Empresa_1754,industria,inbound,149,71983.83,0.273,365,0.5356
1311,Empresa_1311,saude,outbound,149,66091.41,0.561,488,0.6303
1672,Empresa_1672,varejo,outbound,149,52702.47,0.802,463,0.8848
921,Empresa_0921,varejo,inbound,150,32659.89,0.32,201,0.1687
1233,Empresa_1233,industria,outbound,150,51730.11,0.324,458,0.5423
1773,Empresa_1773,varejo,indicacao,151,84121.84,0.686,316,0.7655
867,Empresa_0867,servicos,outbound,151,41861.13,0.533,415,0.6367
751,Empresa_0751,varejo,outbound,151,44014.71,0.627,155,0.6319
1584,Empresa_1584,saude,outbound,151,47612.68,0.19,204,0.6472
782,Empresa_0782,servicos,indicacao,151,85951.22,0.22,403,0.6178
1513,Empresa_1513,tecnologia,indicacao,151,10050.67,0.623,108,0.6074
1883,Empresa_1883,industria,inbound,151,52028.95,0.139,318,0.2132
1066,Empresa_1066,varejo,outbound,151,28560.75,0.255,417,0.4297
859,Empresa_0859,tecnologia,inbound,152,63331.45,0.379,250,0.3657
191,Empresa_0191,tecnologia,inbound,152,46409.62,0.136,198,0.3925
932,Empresa_0932,tecnologia,inbound,152,73306.15,0.71,390,0.2384
268,Empresa_0268,saude,inbound,152,51063.11,0.181,341,0.4316
1191,Empresa_1191,varejo,inbound,153,70150.22,0.954,104,0.5715
1654,Empresa_1654,servicos,outbound,153,45271.07,0.43,262,0.355
195,Empresa_0195,varejo,outbound,153,32105.46,0.297,21,0.2208
580,Empresa_0580,varejo,indicacao,153,5000.0,0.422,341,0.1376
396,Empresa_0396,saude,indicacao,154,65202.66,0.16,233,0.415
328,Empresa_0328,tecnologia,outbound,155,26559.86,0.251,373,0.3007
1981,Empresa_1981,saude,inbound,155,38791.01,0.652,103,0.2377
931,Empresa_0931,industria,outbound,155,58966.48,0.654,296,0.5221
994,Empresa_0994,industria,indicacao,155,47805.32,0.636,209,0.4136
922,Empresa_0922,industria,inbound,155,52384.52,0.283,398,0.7854
1352,Empresa_1352,varejo,inbound,157,24162.35,0.11,97,0.01
1868,Empresa_1868,industria,indicacao,157,42584.44,0.386,154,0.5281
1690,Empresa_1690,industria,inbound,158,39303.77,0.975,164,0.6687
1904,Empresa_1904,saude,indicacao,158,62382.1,0.295,479,0.3391
1356,Empresa_1356,tecnologia,inbound,158,42475.76,0.834,483,0.99
740,Empresa_0740,varejo,inbound,158,70034.91,0.692,471,0.8387
886,Empresa_0886,tecnologia,outbound,158,74898.95,0.208,383,0.3736
1246,Empresa_1246,varejo,inbound,158,41757.01,0.72,198,0.4458
737,Empresa_0737,industria,outbound,158,66140.17,0.638,79,0.4423
131,Empresa_0131,industria,outbound,159,22466.28,0.413,164,0.2291
806,Empresa_0806,tecnologia,inbound,159,47355.43,0.431,145,0.313
1988,Empresa_1988,saude,inbound,159,33874.36,0.546,476,0.663
936,Empresa_0936,tecnologia,indicacao,159,26982.71,0.278,487,0.6352
1811,Empresa_1811,varejo,inbound,159,10523.32,0.804,117,0.4159
1859,Empresa_1859,saude,indicacao,160,22060.76,0.374,293,0.3347
6,Empresa_0006,saude,inbound,160,52556.81,0.016,170,0.0779
1470,Empresa_1470,varejo,inbound,160,52189.71,0.755,277,0.7189
1622,Empresa_1622,saude,inbound,160,65237.1,0.129,262,0.442
722,Empresa_0722,servicos,inbound,160,5000.0,0.675,277,0.3486
724,Empresa_0724,industria,inbound,161,31542.27,0.991,240,0.0917
192,Empresa_0192,industria,outbound,161,42336.25,0.32,5,0.1195
738,Empresa_0738,tecnologia,inbound,161,17602.56,0.351,315,0.2407
824,Empresa_0824,industria,outbound,161,12763.1,0.036,337,0.4325
570,Empresa_0570,servicos,inbound,161,21037.45,0.494,471,0.1427
1027,Empresa_1027,tecnologia,inbound,161,50721.2,0.816,17,0.4746
1937,Empresa_1937,tecnologia,indicacao,161,26761.31,0.581,364,0.7345
1115,Empresa_1115,saude,outbound,161,51579.77,0.982,493,0.7326
532,Empresa_0532,saude,outbound,161,41028.72,0.859,440,0.8941
1508,Empresa_1508,servicos,inbound,161,89950.28,0.519,281,0.3818
582,Empresa_0582,varejo,outbound,161,44124.42,0.343,133,0.2912
1076,Empresa_1076,saude,inbound,162,76380.26,0.332,373,0.4399
1788,Empresa_1788,saude,outbound,162,56031.05,0.47,266,0.6528
1220,Empresa_1220,saude,inbound,162,49111.28,0.228,396,0.4438
1210,Empresa_1210,saude,inbound,162,67735.18,0.804,104,0.2688
319,Empresa_0319,industria,indicacao,162,26433.93,0.665,374,0.5833
1705,Empresa_1705,saude,indicacao,163,88058.15,0.085,255,0.5062
182,Empresa_0182,servicos,inbound,163,41781.46,0.067,66,0.2028
1466,Empresa_1466,varejo,inbound,163,24272.13,0.707,377,0.7334
1163,Empresa_1163,tecnologia,inbound,163,19853.49,0.109,425,0.508
1951,Empresa_1951,saude,inbound,163,54907.42,0.095,460,0.3754
25,Empresa_0025,servicos,indicacao,164,42957.33,0.86,476,0.9541
1794,Empresa_1794,tecnologia,inbound,164,12956.76,0.283,126,0.3793
1661,Empresa_1661,servicos,inbound,164,27997.29,0.331,279,0.2809
1031,Empresa_1031,saude,inbound,164,54055.5,0.337,495,0.1909
376,Empresa_0376,varejo,inbound,164,45896.77,0.198,201,0.2002
602,Empresa_0602,tecnologia,inbound,164,75488.94,0.799,496,0.717
236,Empresa_0236,saude,inbound,165,7054.22,0.188,161,0.01
644,Empresa_0644,varejo,inbound,165,43253.5,0.511,391,0.6552
547,Empresa_0547,servicos,inbound,165,29829.28,0.653,427,0.5826
850,Empresa_0850,varejo,inbound,165,42763.35,0.088,51,0.01
1999,Empresa_1999,servicos,indicacao,166,94283.05,0.481,126,0.1207
760,Empresa_0760,industria,outbound,166,74993.31,0.245,130,0.3919
1074,Empresa_1074,servicos,outbound,166,31742.44,0.273,473,0.3868
537,Empresa_0537,tecnologia,outbound,166,72956.25,0.077,410,0.4353
793,Empresa_0793,saude,indicacao,166,57825.29,0.372,160,0.6196
1276,Empresa_1276,tecnologia,inbound,166,38005.01,0.434,173,0.1645
351,Empresa_0351,industria,outbound,167,66931.68,0.258,94,0.4655
74,Empresa_0074,servicos,inbound,167,52848.51,0.24,150,0.01
677,Empresa_0677,industria,inbound,168,58403.77,0.355,238,0.7311
684,Empresa_0684,industria,outbound,168,41291.85,0.893,259,0.5023
648,Empresa_0648,industria,outbound,168,53287.81,0.987,359,0.7259
1541,Empresa_1541,tecnologia,inbound,169,66798.45,0.39,12,0.4173
1978,Empresa_1978,saude,inbound,169,81501.66,0.902,157,0.99
995,Empresa_0995,servicos,outbound,169,57054.4,0.38,494,0.5097
220,Empresa_0220,varejo,outbound,170,45522.82,0.127,31,0.1234
533,Empresa_0533,varejo,indicacao,170,59046.68,0.122,400,0.3191
188,Empresa_0188,varejo,inbound,170,22636.82,0.95,90,0.5194
822,Empresa_0822,industria,inbound,170,26758.41,0.557,341,0.5979
1100,Empresa_1100,varejo,outbound,171,72601.99,0.639,70,0.5383
1707,Empresa_1707,servicos,indicacao,172,55196.16,0.451,444,0.5449
1845,Empresa_1845,varejo,inbound,172,9245.43,0.142,162,0.0779
1197,Empresa_1197,varejo,outbound,172,31469.34,0.919,24,0.528
1230,Empresa_1230,tecnologia,outbound,172,39008.95,0.82,148,0.6086
454,Empresa_0454,servicos,outbound,173,51387.62,0.499,68,0.3768
384,Empresa_0384,varejo,inbound,173,17974.44,0.757,404,0.4241
469,Empresa_0469,tecnologia,inbound,173,30758.18,0.233,351,0.2382
1628,Empresa_1628,saude,inbound,173,57501.24,0.346,278,0.5364
795,Empresa_0795,saude,outbound,173,47546.31,0.787,439,0.7836
1199,Empresa_1199,tecnologia,inbound,173,28834.38,0.115,140,0.0617
534,Empresa_0534,saude,indicacao,174,18684.82,0.926,120,0.663
189,Empresa_0189,saude,inbound,174,83018.56,0.749,398,0.9555
1211,Empresa_1211,saude,inbound,174,40218.45,0.101,422,0.5659
1874,Empresa_1874,varejo,inbound,175,28710.55,0.431,326,0.3885
310,Empresa_0310,saude,inbound,176,73548.24,0.796,342,0.8088
1293,Empresa_1293,industria,inbound,176,7416.04,0.292,126,0.3944
1418,Empresa_1418,industria,indicacao,176,69422.78,0.288,408,0.7239
1487,Empresa_1487,saude,inbound,177,22539.94,0.473,72,0.4139
1598,Empresa_1598,industria,outbound,177,81555.36,0.176,139,0.2908
1984,Empresa_1984,industria,outbound,177,34280.47,0.905,384,0.5448
808,Empresa_0808,tecnologia,inbound,177,43617.87,0.321,368,0.5292
355,Empresa_0355,industria,inbound,177,54657.56,0.596,170,0.3773
1506,Empresa_1506,servicos,outbound,178,7856.15,0.553,341,0.2877
930,Empresa_0930,servicos,inbound,178,50120.33,0.82,377,0.4218
1815,Empresa_1815,servicos,outbound,178,40757.46,0.47,122,0.01
1495,Empresa_1495,industria,indicacao,178,27920.23,0.889,140,0.6134
1172,Empresa_1172,tecnologia,outbound,179,47662.4,0.013,80,0.01
650,Empresa_0650,servicos,inbound,179,86956.5,0.166,22,0.464
1385,Empresa_1385,tecnologia,outbound,180,51883.66,0.563,29,0.737
325,Empresa_0325,saude,indicacao,180,64615.49,0.462,35,0.2645
594,Empresa_0594,tecnologia,inbound,180,24378.62,0.198,342,0.0777
647,Empresa_0647,saude,indicacao,180,15386.57,0.876,77,0.3735
747,Empresa_0747,industria,outbound,180,60325.95,0.74,6,0.5988
145,Empresa_0145,tecnologia,outbound,180,41692.85,0.115,433,0.4751
1010,Empresa_1010,saude,inbound,181,25303.74,0.496,113,0.4374
148,Empresa_0148,servicos,inbound,181,71319.6,0.059,263,0.4328
1971,Empresa_1971,varejo,outbound,181,43866.05,0.251,8,0.1858
1718,Empresa_1718,saude,inbound,181,62125.82,0.249,75,0.4751
197,Empresa_0197,saude,inbound,182,42107.9,0.369,194,0.6185
354,Empresa_0354,saude,outbound,182,71369.43,0.555,374,0.7833
91,Empresa_0091,servicos,indicacao,183,48030.29,0.315,54,0.2932
680,Empresa_0680,industria,inbound,183,66335.52,0.741,258,0.104
890,Empresa_0890,servicos,outbound,183,33339.27,0.472,498,0.2025
1318,Empresa_1318,tecnologia,outbound,184,20298.89,0.596,132,0.4675
920,Empresa_0920,servicos,outbound,184,43641.87,0.543,232,0.7532
999,Empresa_0999,servicos,indicacao,184,66475.06,0.75,180,0.4999
194,Empresa_0194,servicos,outbound,185,27859.09,0.537,398,0.595
1668,Empresa_1668,saude,inbound,185,55639.12,0.754,444,0.6227
1317,Empresa_1317,tecnologia,indicacao,185,57520.89,0.585,189,0.6283
759,Empresa_0759,saude,indicacao,185,58850.91,0.119,298,0.315
1236,Empresa_1236,industria,inbound,185,50531.71,0.034,85,0.2445
1219,Empresa_1219,varejo,outbound,185,76499.11,0.339,211,0.6669
1159,Empresa_1159,industria,outbound,185,21646.32,0.928,59,0.3007
1717,Empresa_1717,tecnologia,inbound,186,39431.48,0.088,439,0.427
229,Empresa_0229,varejo,inbound,186,44252.33,0.869,107,0.3807
509,Empresa_0509,industria,inbound,186,59301.6,0.285,345,0.3872
1757,Empresa_1757,varejo,inbound,186,95352.88,0.312,440,0.8941
1534,Empresa_1534,tecnologia,inbound,186,90175.11,0.074,433,0.5533
1580,Empresa_1580,varejo,inbound,187,73792.44,0.561,339,0.3221
449,Empresa_0449,servicos,outbound,188,57667.54,0.884,379,0.9468
106,Empresa_0106,tecnologia,outbound,188,30999.56,0.034,170,0.1782
1253,Empresa_1253,saude,indicacao,188,56039.41,0.479,156,0.116
487,Empresa_0487,varejo,outbound,188,58606.03,0.69,497,0.4334
1769,Empresa_1769,industria,outbound,189,106191.38,0.431,146,0.5772
1050,Empresa_1050,industria,inbound,189,25164.89,0.047,253,0.01
1329,Empresa_1329,tecnologia,inbound,189,64840.58,0.507,176,0.6335
1022,Empresa_1022,saude,indicacao,189,58196.57,0.182,431,0.5574
1540,Empresa_1540,tecnologia,inbound,190,44782.0,0.801,19,0.5478
836,Empresa_0836,tecnologia,outbound,191,43474.76,0.094,109,0.01
1594,Empresa_1594,tecnologia,inbound,191,57559.42,0.534,325,0.7573
597,Empresa_0597,servicos,inbound,191,66252.03,0.575,120,0.4105
1096,Empresa_1096,servicos,outbound,192,81583.71,0.173,22,0.4674
1012,Empresa_1012,saude,inbound,192,39985.11,0.152,240,0.2671
161,Empresa_0161,industria,inbound,192,35495.48,0.718,80,0.1061
734,Empresa_0734,tecnologia,outbound,193,55562.87,0.135,358,0.3677
1305,Empresa_1305,saude,inbound,193,5000.0,0.033,241,0.2997
1365,Empresa_1365,varejo,outbound,193,57538.96,0.659,133,0.2829
1987,Empresa_1987,varejo,outbound,194,34655.66,0.64,442,0.5527
849,Empresa_0849,industria,inbound,194,69379.96,0.987,121,0.5053
400,Empresa_0400,saude,inbound,194,46407.77,0.572,213,0.459
1970,Empresa_1970,servicos,inbound,194,45283.32,0.548,59,0.14
542,Empresa_0542,servicos,indicacao,194,54953.32,0.166,224,0.3216
1116,Empresa_1116,servicos,inbound,194,72673.61,0.964,186,0.8662
958,Empresa_0958,industria,inbound,195,49961.6,0.746,208,0.2077
908,Empresa_0908,servicos,outbound,195,51398.39,0.913,49,0.5514
1081,Empresa_1081,saude,inbound,195,46975.05,0.542,385,0.2403
1073,Empresa_1073,varejo,inbound,195,18144.11,0.271,396,0.1189
128,Empresa_0128,tecnologia,inbound,195,37204.97,0.152,247,0.0149
397,Empresa_0397,varejo,outbound,196,54584.23,0.202,256,0.7359
694,Empresa_0694,saude,inbound,196,33465.9,0.575,135,0.1273
1369,Empresa_1369,varejo,outbound,196,69191.81,0.3,207,0.7613
1995,Empresa_1995,tecnologia,inbound,197,57840.22,0.442,161,0.3424
1897,Empresa_1897,saude,outbound,197,59060.38,0.191,180,0.3308
953,Empresa_0953,varejo,indicacao,197,26751.42,0.979,209,0.7066
1258,Empresa_1258,varejo,inbound,198,84792.96,0.999,22,0.5618
1041,Empresa_1041,varejo,outbound,198,69477.88,0.205,331,0.2867
431,Empresa_0431,tecnologia,outbound,198,59493.94,0.143,479,0.1254
1342,Empresa_1342,servicos,inbound,199,58779.82,0.945,425,0.6569
1731,Empresa_1731,saude,inbound,199,49383.35,0.704,64,0.4091
56,Empresa_0056,saude,inbound,199,44497.15,0.131,499,0.5709
1839,Empresa_1839,tecnologia,inbound,199,31986.16,0.974,121,0.4542
584,Empresa_0584,tecnologia,outbound,199,64287.93,0.241,477,0.625
1821,Empresa_1821,tecnologia,inbound,200,65384.72,0.564,122,0.5752
150,Empresa_0150,tecnologia,inbound,200,46827.3,0.816,352,0.8463
461,Empresa_0461,tecnologia,indicacao,200,33332.62,0.94,25,0.443
527,Empresa_0527,industria,outbound,200,52629.72,0.751,470,0.99
321,Empresa_0321,industria,inbound,200,46186.98,0.263,376,0.4516
637,Empresa_0637,saude,outbound,201,27732.24,0.153,489,0.4128
389,Empresa_0389,servicos,outbound,201,21744.68,0.697,329,0.4276
40,Empresa_0040,varejo,outbound,201,64865.08,0.263,72,0.1607
283,Empresa_0283,industria,inbound,201,59088.41,0.574,56,0.4132
1833,Empresa_1833,industria,indicacao,202,58292.33,0.02,83,0.5739
878,Empresa_0878,industria,inbound,203,47931.6,0.674,202,0.4546
151,Empresa_0151,tecnologia,outbound,203,29286.92,0.068,475,0.233
1500,Empresa_1500,industria,inbound,203,38674.1,0.471,120,0.244
